procuringEntity_name,monto_total,num_procesos
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE QUINCHICOTO,23293.4,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE TAQUIL,23285.86,1
JUNTA PARROQUIAL MALCHINGUI,23219.48,58
PATRONATO DE AMPARO SOCIAL DEL GAD MUNICIPAL DE LA MANA,23120.88,153
GOBERNACION DE MANABI,23118.350000000002,28
CUERPO DE BOMBEROS DEL CANTON SANTIAGO,22977.68,2
DIRECCION DISTRITAL 11D03-PALTAS-EDUCACION,22842.21,33
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA CANDELARIA,22744.71,5
"INSTITUTO DE INVESTIGACIÓN, CAPACITACIÓN Y PROMOCIÓN POLITICO ELECTORAL-INSTITUTO DE LA DEMOCRACIA",22651.44,17
CONSEJO CANTONAL DE PROTECCION DE DERECHOS DEL CANTON BABAHOYO,22598.73,50
CUERPO DE BOMBEROS DE ALAUSI,22522.940000000002,25
CONSEJO NACIONAL PARA LA IGUALDAD DE GENERO,22510.64,20
FISCALIA DE IMBABURA,22392.5,15
REGISTRO MERCANTIL DEL CANTON QUITO,22388.2,2
GOBIERNO AUTONOMO DESCENTRALIZADO VALLE DE LA VIRGEN,22250.0,2
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL TOMEBAMBA,22180.24,5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN PEDRO DE LA BENDITA,22121.75,3
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA PATUCA,21980.51,13
CUERPO DE BOMBEROS DEL CANTON SUCÚA,21945.36,3
UNION DE ORGANIZACIONES Y PUEBLOS DE CHIBULEO-UNOPUCH,21637.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA SANTIAGO,21601.77,19
COORDINACION ZONAL 4 DE GESTION DE RIESGOS,21512.79,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL TRIUNFO,21488.82,81
CENTRO DE ESPECIALIDADES SAN JUAN,21475.53,41
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL  DE CHUGA,21328.07,60
ESCUELA DE POLICIA CABO SEGUNDO SOCRATES ARBOLEDA SANABRIA,21317.41,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE RUMIPAMBA,21273.97,38
JUNTA PARROQUIAL DE  GARZA REAL,21266.62,42
CUERPO DE BOMBEROS MUNICIPAL DEL CANTON  PASAJE,21160.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL CAÑI,21156.34,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE RIO BONITO,21142.47,7
UNION DE ORGANIZACIONES CAMPESINAS E INDIGENAS DE PASA UOCAIP,21076.260000000002,3
"EMPRESA PÚBLICA MUNICIPAL PARA LA GESTION DE LA INNOVACION Y LA COMPETITIVIDAD, EP",20990.31,1
"DIRECCION DISTRITAL 09D05-TARQUI-1, TENGUEL-GUAYAS-MTOP",20957.08,1
CENTRO DE SALUD B-CATAMAYO,20878.27,79
"Casa de la Cultura Ecuatoriana, Núcleo de Los Ríos",20859.46,1
GOBIERNO AUTONOMO DESCENTRALIZADO DE QUIROGA,20856.71,25
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL DE LA PAZ,20836.38,74
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHOROCOPTE,20709.68,56
BENEMERITO CUERPO DE BOMBEROS DEL CANTON PEDERNALES,20639.18,17
Junta Parroquial de Monte Olivo,20568.09,30
FISCALIA DE NAPO,20562.36,10
Fundacion Sin Barreras,20357.03,2
FEDERACION ECUATORIANA DE RACQUETBALL,20200.0,1
DIRECCION ZONAL 4 DEL MINISTERIO DE RELACIONES EXTERIORES Y MOVILIDAD HUMANA,20174.08,38
DIRECCION REGIONAL DE TRABAJO Y SERVICIO PUBLICO-DIRECCION REGIONAL PORTVIEJO,20145.940000000002,11
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE UNAMUNCHO,20134.66,8
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN MIGUEL DE CUYES,20126.079999999998,15
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN ISIDRO,20071.4,36
ESCUELA DE FORMACION DE POLICIAS CBOS. JOSE LUIS MEJIA SOLORZANO,20069.449999999997,7
ESMEVIAL EP - EMPRESA DE MOVILIDAD Y TRANSITO DEL CANTON ESMERALDAS,20004.83,48
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CARCABON,20000.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE POMPEYA,19990.0,1
EMPRESA PUBLICA FERROCARRILES DEL ECUADOR FEEP,19900.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SIMON BOLIVAR,19895.21,15
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CARMEN DE PIJILI,19827.04,64
SECRETARIA EJECUTIVA DEL CONSEJO DE SEGURIDAD DEL CANTON DURAN,19819.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL GNAL. PEDRO J. MONTERO,19802.88,79
CUERPO DE BOMBEROS DEL CANTÓN PANGUA,19800.0,1
CASA DE LA CULTURA ECUATORIANA BENJAMIN CARRION NUCLEO DE ORELLANA,19765.86,9
HIDROMIRA CARCHI EP,19577.93,13
Consejo Cantonal de Salud Cuenca,19543.12,4
DIRECCION DISTRITAL 17D11 - MEJIA - RUMIÑAHUI - MAG,19438.34,48
CUERPO DE BOMBEROS DE GIRON,19411.06,12
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SAN JACINTO,19350.0,2
Empresa Publica de Agua Potable y Alcantarillado de Pujili,19343.2,47
GOBERNACION DE EL ORO,19183.11,44
EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO DE COLIMES EPAPA - COLI,18947.5,1
Gobernacion de Sucumbios,18897.48,64
GOBERNACION DE COTOPAXI,18844.4,67
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SALASAKA,18831.67,50
UNIDAD DE ACCION SOCIAL DE ATENCION A LOS GRUPOS VULNERABLES DEL GAD-MC,18810.0,1
CASA DE LA CULTURA ECUATORIANA BENJAMIN CARRION NUCLEO DE MORONA  SANTIAGO,18747.440000000002,15
GOBIERNO AUTONOMO DESENTRALIZADO RURAL PARROQUIAL DE SAN FRANCISCO DE SIGSIPAMBA,18623.2,4
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PANACOCHA,18411.0,1
BATALLON DE SELVA NRO. 63 GUALAQUIZA,18301.73,19
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JAMBELI,18266.5,46
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA AVANZADA,18257.88,25
Cuerpo de Bomberos de Santa Lucia,18203.63,47
GOBERNACION DE LA PROVINCIA DE LOS RIOS,18164.27,5
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN ROQUE,18087.29,54
JUNTA PARROQUIAL DE SALINAS,17993.55,45
DIRECCION ZONAL 6 DEL MINISTERIO DE RELACIONES EXTERIORES Y MOVILIDAD HUMANA,17949.0,5
FEDERACION DEPORTIVA PROVINCIAL DE LOJA,17945.36,36
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE GUANGAJE,17933.489999999998,4
Gobierno autónomo descentralizado parroquial rurral de el Ideal,17843.96,12
JUNTA PARROQUIAL DE BACHILLERO,17793.72,2
DIRECCION DISTRITAL 13D01-PORTOVIEJO-MAG,17635.149999999998,4
DIRECCION DISTRITAL 24D02 - LA LIBERTAD - SALINAS - MINISTERIO DE DESARROLLO HUMANO,17584.239999999998,4
GAD Parroquial de Bermejos,17573.800000000003,9
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHUQUIRIBAMBA,17566.94,21
Cuerpo de Bomberos de Balao,17552.34,4
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PUELA,17494.22,3
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN MIGUELITO,17428.29,83
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL PLAN PILOTO,17407.82,30
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BAQUERIZO MORENO,17382.260000000002,18
Registro de la Propiedad y Mercantil del Canton Pichincha,17340.0,1
GOBERNACION DE NAPO,17332.940000000002,37
CUERPO DE BOMBEROS DEL CANTON TISALEO,17315.559999999998,48
PATRONATO DE AMPARO SOCIAL NIÑO DE ISINCHE,17283.62,22
MBS-Cuerpo de Bomberos La Concordia,17181.16,6
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MEMBRILLO,17174.06,35
CUERPO DE BOMBEROS DEL CANTON CHAMBO,17037.64,18
Benemèrito Cuerpo de Bomberos del Cantòn Nangaritza,17025.33,35
DIRECCION DISTRITAL 08D01-ESMERALDAS-MAG,16970.85,13
JUNTA PARROQUIAL RURAL DE BALSAPAMBA,16906.95,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL LA PROVIDENCIA,16889.13,43
EMPRESA MUNICIPAL REGIONAL DE AGUA POTABLE DE ARENILLAS Y HUAQUILLAS,16887.769999999997,49
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GUASUNTOS,16688.94,6
DIRECCION DISTRITAL 14D01-MORONA-MAG,16674.69,53
VICARIATO APOSTOLICO DE ESMERALDAS MISION COMBONIANA,16526.21,2
"COORDINACION ZONAL 9-ARCSA, DOCTOR LEOPOLDO IZQUIETA PEREZ",16461.15,47
EMPRESA PUBLICA DE ASEO DEL CANTON PLAYAS EMAPLAYAS E.P.,16236.789999999999,6
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN LUCAS,16130.31,54
GOBIERNO PARROQUIAL DE SAN JACINTO DE WAKAMBEIS,16126.14,22
Instituto de Estudios Historicos de la Policia Nacional,16108.8,11
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL EL PARAISO DE CELEN,16054.25,28
CUERPO DE BOMBEROS DE CHUNCHI,16041.68,26
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CONCEPCION,16000.0,1
JUNTA PARROQUIAL DE BOLASPAMBA,16000.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA SAN ANTONIO,15979.73,15
DIRECCION DISTRITAL 10D01-IBARRA-PIMAMPIRO-SAN MIGUEL DE URCUQUI-MAG,15898.68,43
DIRECCION DISTRITAL 16D01 - PASTAZA A SANTA CLARA - MAG,15815.72,13
GOBIERNO AUTONOMO DESCENTRALIZADO RURAL DE LA PARROQUIA SAN JOSE DEL CAYAPAS,15800.0,1
EMPRESA PUBLICA MANCOMUNADA DEL TROPICO HUMEDO,15772.57,16
DIRECCION ZONAL 7 DEL MINISTERIO DE RELACIONES EXTERIORES Y MOVILIDAD HUMANA,15424.91,33
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL JADAN,15331.01,32
ESTACION EXPERIMENTAL DEL AUSTRO,15288.84,39
Gobernación de la Provincia Santo Domingo,15205.04,85
CUERPO DE BOMBEROS MUNICIPAL DEL CANTON DURAN,15147.0,1
Fundacion Para el Desarrollo Social Martina Construyendo Esperanza,15111.83,31
Federacion Ecuatoriana de Karate Do,15075.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO RURAL DE JUNQUILLAL,15000.0,1
CUERPO DE BOMBEROS DEL CANTÓN MERA,14997.9,32
FEDERACION DEPORTIVA PROVINCIAL DE TUNGURAHUA,14987.94,26
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE CASANGA,14970.26,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTIAGO DE PANANZA,14942.36,76
DIRECCIÓN PROVINCIAL DE SALUD DE MORONA SANTIAGO,14884.140000000001,21
CONSEJO NACIONAL ELECTORAL DELEGACION PROVINCIAL DEL CARCHI,14874.93,44
FEDERACION ECUATORIANA DE LEVANTAMIENTO DE PESAS,14857.04,30
CUERPO DE BOMBEROS DEL CANTON PAQUISHA,14849.36,1
DIRECCION DISTRITAL 17D11 - MEJIA - RUMIÑAHUI - MAGP,14830.0,1
Junta Parroquial de Pifo,14809.72,109
EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL BOSQUE SECO,14635.3,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHICAÑA,14568.98,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SACAPALCA,14446.67,19
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA VILCABAMBA,14357.39,52
CONSEJO CANTONAL DE PROTECCION DE DERECHOS,14346.43,70
FUNDACION COMUNIDAD FAMILIA Y NIÑO,14335.300000000001,13
DIRECCIÓN ZONAL 9 DEL MINISTERIO DE AMBIENTE Y AGUA,14227.119999999999,6
CONSEJO NACIONAL ELECTORAL DELEGACION PROVINCIAL GALAPAGOS,14217.39,5
COORDINACION ZONAL 7-ARCSA DOCTOR LEOPOLDO IZQUIETA PEREZ,14208.78,41
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA ESMERALDA GADPR LA ESMERALDA,14175.419999999998,57
FUNDACION DE DESARROLLO SOCIAL DE EL ORO FUDESO,14054.96,30
GOBIERNO AUTONOMO DESCENTRALIZADO  PARROQUIAL RURRAL DE SIBAMBE,14040.210000000001,24
REGISTRO DE LA PROPIEDAD CANTON SHUSHUFINDI,14000.0,1
FUNDACION KILLKAY,14000.0,1
DIRECCION PROVINCIAL DE SALUD DE CARCHI,13946.83,2
JUNTA PARROQUIAL ANGEL PEDRO GILER,13853.68,1
CUERPO DE BOMBEROS DE TOSAGUA,13821.69,4
DIRECCION GENERAL DE INTERESES MARITIMOS,13764.62,13
Cuerpo de Bomberos del Cantòn Cañar,13740.31,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL CASCOL,13590.26,5
Cuerpo de Bomberos del Canton Quero,13491.05,26
COORDINACION ZONAL 6 DE GESTION DE RIESGOS,13489.759999999998,14
Base Aerea Galapagos,13392.75,19
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MERCADILLO,13371.94,3
DIRECCIÓN DISTRITAL 22D02 - LORETO - ORELLANA -MAG,13260.990000000002,29
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIA RURAL PIARTAL,13160.0,1
FIDEICOMISO DEL SEGURO DE DEPOSITOS DE LAS ENTIDADES DEL SECTOR FINANCIERO PRIVADO,13000.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JUAN GOMEZ RENDON PROGRESO,13000.0,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL MULALO,12999.119999999999,45
GOBERNACION DE LA PROVINCIA DE LOJA,12956.44,26
Fideicomiso Rieles de Monay,12950.0,2
CASA DE LA CULTURA ECUATORIANA BENJAMIN CARRIÓN NUCLEO DE ZAMORA CHINCHIPE,12919.71,20
MANCOMUNIDAD DE INTEGRACION MUNICIPAL DE ZAMORA CHINCHIPE,12913.05,1
FUNDACION DE DESARROLLO SOCIAL SAN JUAN BAUTISTA,12892.46,27
CONSEJO CANTONAL PARA LA PROTECCION DE DERECHOS DE AMBATO,12852.01,24
Ala de Combate 31,12847.74,24
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE CONSTANTINO FERNANDEZ,12825.44,72
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PICAIHUA,12817.880000000001,85
JUNTA PARROQUIAL DE SUMAYPAMBA,12737.17,17
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GONZALEZ SUAREZ,12669.630000000001,99
Facultad de Arquitectura UCE,12625.55,28
PROYECTO DE RECONVERSION DE LA EDUCACION TECNICA Y TECNOLOGICA SUPERIOR PUBLICA DEL ECUADOR,12615.68,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COTALÓ,12571.01,26
"Casa dela Cultura Ecuatoriana, Nucleo de Loja",12500.0,2
Consejo Nacional de Salud,12445.61,29
Junta Parroquial Guale del Canton Pajan,12433.59,60
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SELVA ALEGRE,12431.34,1
DIRECCION DISTRITAL 20D01- SAN CRISTOBAL- SANTA CRUZ- ISABELA- MAG,12411.95,1
REGISTRO DE LA PROPIEDAD DEL CANTON SANTA ISABEL,12303.85,28
JUNTA PARROQUIAL DE TURUPAMBA,12229.45,1
CONSEJO NACIONAL PARA LA IGUALDAD DE PUEBLOS Y NACIONALIDADES,12199.0,1
GOBIERNO AUTONOMO DESECENTRALIZADO DE LA PARROQUIA DE CHIQUICHA,12190.64,31
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN GERARDO 0160034920001,12150.0,1
GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL DE PANZALEO,12104.87,50
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE TUUTINENTZA,12091.24,1
JUNTA PARROQUIAL DE GARCIA MORENO,12089.220000000001,37
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LOS ANDES,12023.39,3
CONSEJO CANTONAL DE PROTECCIÓN INTEGRAL DE DERECHOS DEL CANTÓN PAUTE,11965.67,90
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CORDONCILLO,11900.66,1
COORDINACIÓN ZONAL 2-ARCSA DOCTOR LEOPOLDO IZQUIETA PÉREZ,11669.310000000001,24
FEDERACIÓN DEPORTIVA DEL CARCHI,11645.16,33
FEDERACION ECUATORIANA JUDO,11578.41,1
SUBZONA ORELLANA,11572.23,22
UNIDAD DE INVESTIGACIONES DE DELITOS ENERGETICOS E HIDROCARBURIFEROS,11519.4,1
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TOCACHI,11472.84,39
FISCALIA DE ORELLANA,11422.95,2
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CUBIJIES,11188.1,2
Registro de la Propiedad del Cantón Pedro Vicente Maldonado,11173.64,30
DIRECCIÓN DISTRITAL 15D01 - ARCHIDONA - CARLOS JULIO AROSEMENA TOLA - TENA - MAG,11114.09,26
EMPRESA PUBLICA CUERPO DE BOMBEROS DEL CANTÓN VALENCIA,11064.63,15
COORDINACION ZONAL 1 DE GESTION DE RIESGOS,10988.68,21
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JIMBURA,10915.32,1
DIRECCION GENERAL FINANCIERA,10851.21,39
Facultad de Ingenieria Quimica,10733.38,37
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL  CAPSOL,10698.0,1
FEDERACION ECUATORIANA DE BUCEO Y ACTIVIDADES SUBACUATICAS,10647.77,23
Empresa Municipal de Agua potable y Alcantarillado Pedro Carbo-Empresa Publica,10578.85,4
EMPRESA PUBLICA ESCUELA DE CONDUCCION ESPOCH CONDUESPOCH EP,10454.119999999999,19
CONSEJO NACIONAL DE COMPETENCIAS,10388.54,20
Cuerpo de Bomberos de Biblián,10257.1,2
FONDO AMBIENTAL - MUNICIPIO DEL DISTRITO METROPOLITANO DE QUITO,10149.55,3
JUNTA PARROQUIAL DE SAN ISIDRO,10101.15,2
EP UNACH,10058.550000000001,3
GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA YAMANA,9999.96,1
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON PICHINCHA,9959.54,3
FUNDACIO VIVIAN LUZURIAGA VASQUEZ  FUNVILUZ,9943.7,54
FUNDACION PADRE NELLO STORONI,9932.93,3
FUNDACION HAMUQ PACHA,9901.59,15
JUNTA PARROUIAL 6 DE JULIO DE CUELLAJE,9857.82,57
FUNDACION EVOLUCION,9791.1,1
"FACULTAD DE INGENIERIA EN GEOLOGIA, MINAS, PETROLEOS Y AMBIENTAL DE LA UNIVERSIDAD CENTRAL DEL ECUADOR",9773.98,60
REGISTRO MUNICIPAL DE LA PROPIEDAD DEL CANTON SUCUA,9702.45,42
"DIRECCION ZONAL 2 ESMERALDAS DEL MINISTERIO DEL AMBIENTE, AGUA Y TRANSICION ECOLOGICA",9604.109999999999,7
GOBERNACION PROVINCIAL DE MORONA SANTIAGO,9543.42,32
CONSEJO CANTONAL DE PROTECCION DE DERECHOS DEL CANTON SANTA ANA,9520.46,9
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUNGALA,9488.16,10
DIRECCION DISTRITAL 01D01C01- CUENCA - CAÑARIBAMBA - AZUAY - MIT,9488.0,1
SUPERINTENDENCIA DE EL SALITRAL,9441.71,51
Registro Mercantil del cantón Babahoyo,9388.61,2
CONSEJO CANTONAL DE PROTECCION DE DERECHOS DE PENIPE,9273.67,91
Cuerpo de Bomberos de Putumayo,9233.78,44
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PILAHUIN,9230.61,28
JUNTA PARROQUIAL DE CHANTACO,9165.85,2
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL SOLANO,9155.59,60
CUERPO DE BOMBEROS DEL CANTON MONTALVO,9097.63,49
Cuerpo de Bomberos del Cantón Espejo,9094.91,17
Fundacion Proyecto Don Bosco,9011.4,14
CUERPO DE BOMBEROS DE MACABELI,9009.8,32
"Coordinación Zonal 1del Registro Civil, Identificación y Cedulación",8944.01,3
Registro de la propiedad del cantón Paute,8935.62,15
Fideicomiso Fondo de Páramos de Tungurahua y Lucha contra la Pobreza,8910.25,40
CONSEJO CANTONAL DE PROTECCION DE DERECHOS DEL CANTON PUERTO QUITO,8900.0,1
CUERPO DE BOMBEROS DEL CANTON PALANDA,8880.26,119
COORDINACION ZONAL 1 - SENESCYT,8723.69,35
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BILBAO,8697.4,64
CUERPO DE BOMBEROS CEVALLOS,8544.15,41
Federaciòn Deportiva de Chimborazo,8529.24,26
PUESTO DE SALUD CHUNCHI,8397.5,30
REGISTRO DE LA PROPIEDAD DEL CANTON BALZAR,8389.89,7
Gobernacion de Imbabura,8177.79,56
"COORDINACION ZONAL 1 - ARCSA, DOCTOR LEOPOLDO IZQUIETA PEREZ",8137.55,8
DIRECCION DISTRITAL 07D04 BALSAS-MARCABELI-PIÑAS-EDUCACION,8129.5,80
DIRECCION DISTRITAL 06D01 CHAMBO RIOBAMBA MAG,8101.2,16
CONCEJO CANTONAL DE PROTECCION DE DERECHOS DE RUMIÑAHUI,8096.74,39
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL OLMEDO PESILLO,8076.89,22
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE OTON,7971.54,41
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ZHIDMAD,7865.36,23
FUNDACION ACCION SOCIAL CARITAS,7859.139999999999,38
COORDINACION ZONAL 6 - ARCSA DR. LEOPOLDO IZQUIETA PEREZ,7851.17,22
CUERPO DE BOMBEROS DE SAMBORONDON,7601.45,1
MANCOMUNIDAD ARENILLAS HUAQUILLAS,7541.16,8
DIRECCION DISTRITAL 20D01- SAN CRISTOBAL A ISABELA- MAG,7447.17,2
DIRECCION PROVINCIAL DE SALUD DE PASTAZA,7435.59,1
Cuerpo de Bomberos Balzar,7394.280000000001,27
CRUZ ROJA CANTONAL DE OTAVALO,7309.0,1
CUERPO DE BOMBEROS DEL CANTON CHILLANES,7305.64,44
CUERPO DE BOMBEROS DE JARAMIJO,7279.31,33
fundacion amor para la ninez fundamor,7259.9,1
DIRECCION DISTRITAL 18D06 - CEVALLOS A TISALEO - EDUCACION,7236.9,39
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LAS PAMPAS,7236.4400000000005,28
EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO Y SANEAMIENTO DE CUMANDA,7159.5,13
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ULBA ,7094.1,52
COORDINACION  ZONAL 7 SERVICIO INTEGRADO DE SEGURIDAD ECU 911,7048.54,62
FIDEICOMISO INVERSION HIPOTECARIA 1,7000.0,1
ASOCIACION DE VOLUNTARIAS DE LA CARIDAD SAN VICENTE DE PAUL,6954.0,1
CONSEJO CANTONAL DE PROTECCION INTEGRAL DE DERECHOS DE LOJA,6900.0,1
FIDEICOMISO DE FONDO DE SEGUROS PRIVADOS,6900.0,1
Empresa Publica Municipal de Agua Potable y Alcantarillado de Jama,6860.150000000001,46
CONSEJO CANTONAL PARA LA PROTECCION INTEGRAL DE DERECHOS DEL CANTON PEDRO MONCAYO,6680.46,81
VICARIATO APOSTÓLICO DE PUYO -MISIÓN DOMINCANA,6679.6,1
CASA DE LA CULTURA NUCLEO DE IMBABURA,6670.0,6
DIRECCION DISTRITAL 16D01 - PASTAZA - MERA - SANTA CLARA - MAG,6549.48,1
Registro de la Propiedad del Cantón La Troncal,6506.16,31
FEDERACION ECUATORIANA DE SQUASH,6488.11,9
FACULTAD DE CIENCIAS BIOLOGICAS,6477.99,57
FUNDACION CAMBIANDO VIDAS,6371.92,3
FUNDACIÓN PASO A PASO,6371.92,3
FUNDACION MANITOS DE ESPERANZA,6371.92,3
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SALINAS,6349.0,1
HOSPITAL BASICO 11 BCB GALAPAGOS,6137.67,8
COORDINACION ZONAL 5 -ARCSA DOCTOR LEOPOLDO IZQUIETA PEREZ,6098.92,6
CUERPO BOMBEROS MUNICIPAL DE MACARA,6090.1,42
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE TUFIÑO,6088.11,2
Federacion Deportiva Provincial de Sucumbios,6032.57,2
GOBERNACION PROVINCIA DE SANTA ELENA,6029.12,41
PATRONATO PROVINCIAL DE TUNGURAHUA,5972.86,20
GOBIERNO AUTONOMO DESCENTRALIZADO  PARROQUIAL RURRAL DE PISTISHI,5940.0,1
FACULTAD DE ARTES DE LA UNIVERSIDAD CENTRAL DEL ECUADOR,5894.41,59
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL YAGUACHI VIEJO CONE,5871.78,145
GOBIERNO AUTONOMO DESCENTRALIZADO RURAL SAN JUAN DE ILUMAN,5868.51,17
PATRONATO DE AMPARO SOCIAL DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SALCEDO,5858.36,69
Cuerpo de Bomberos del Cantón Huamboya,5820.53,14
CUERPO DE BOMBEROS DEL GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PEDRO VICENTE MALDONADO,5782.06,34
FUNDACION PARA EL DESARROLLO INFANTIL,5760.12,23
GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN VICENTE,5714.96,5
Consejo de Gobierno de Bienes Diocesanos Diócesis Portoviejo,5691.93,17
